HART ID,Region,DHB ID,DHB Name,Campus ID,Campus Name,Building Name,Highest Building Service,Year Built,"Number of storeys 
(Ground floor and up)","Basement floors 
(Floors below ground floor)",Total # Floors,GFA,Condition Grade,Condition,%NBS,Graded NBS,Seismic IL,Seismic Zone
10152,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W62 - Rehab Ramp Store,Administration,2013,1,0,1,54,Poor,3.2,NULL,NA,IL2,High Zone
10135,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W22 - Emergency Generator Redundant,Nil,1970,1,0,1,42,NO DATA,NO DATA,NULL,NA,IL2,High Zone
10154,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W64 - Enviro Waste Store,Industrial,2013,1,0,1,36,Good,1.7,1,A,IL2,High Zone
10155,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W65 - Carwash Shed,Administration,2013,1,0,1,36,Average,2.4,NULL,NA,IL2,High Zone
10150,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W60 - Waste Transfer Station,Industrial,2014,1,0,1,30,Very Good,1,1,A,IL2,High Zone
10153,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W63 - Communications Room,Industrial,2013,1,0,1,30,Good,1.1,1,A,IL4,High Zone
10151,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W61 - Main Corridor and Sub - Floor tunnels,Administration,2012,1,1,2,22,Good,1.45,1,A,IL3,High Zone
10140,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W34 - Gas Bottle Storage (redundant),Nil,2013,1,0,1,7,NO DATA,NO DATA,NULL,NA,IL2,High Zone
10139,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W33 - Water Tanks converted to Storage areas,Industrial,1950,1,0,1,0,Very Good,1,NULL,NA,IL2,High Zone
10119,Te Manawa Taki,8,Bay of Plenty,7,Whakatāne,W01 - Stanton Block,Industrial,1970,2,1,3,0,Good,1.75,0.7,B,IL2,High Zone
10167,Southern,4,Canterbury,9,Akaroa Hospital,Akaroa Hospital,Community Hospital,2020,1,0,1,0,NO DATA,NO DATA,0.15,E,IL2,High Zone
10174,Southern,4,Canterbury,10,Ashburton Hospital,Wards 1 & 3 (Block C),Hospital,1943,2,1,3,1744,Average,2.61,0.62,C,IL3,Medium Zone
10169,Southern,4,Canterbury,10,Ashburton Hospital,CPH / Child Dev / Therapy Services / Staff Hostel ,Community Hospital,1953,2,0,2,1523,Poor,3.04,0.35,C,IL3,Medium Zone
10171,Southern,4,Canterbury,10,Ashburton Hospital,Maternity  / Oak Grove (Consulting Outpatients),Hospital,1970,1,1,2,1376,Poor,3.22,0.45,C,IL3,Medium Zone
10175,Southern,4,Canterbury,10,Ashburton Hospital,Wards 2 & 6 and Community Services (Block D),Hospital,1943,2,0,2,1363,Average,2.61,0.35,C,IL3,Medium Zone
20144,Southern,4,Canterbury,10,Ashburton Hospital,Laundry,Administration,1974,1,0,1,1294,NO DATA,NO DATA,1,A,IL2,Medium Zone
10173,Southern,4,Canterbury,10,Ashburton Hospital,Theatre (New),Hospital,2016,-,-,-,1033,NO DATA,NO DATA,0.15,E,IL3,Medium Zone
20143,Southern,4,Canterbury,10,Ashburton Hospital,Kitchen,Administration,1990,1,0,1,934,NO DATA,NO DATA,0.77,B,IL2,Medium Zone
10170,Southern,4,Canterbury,10,Ashburton Hospital,Laboratory  / Pharmacy  / Pathology,Administration,1990,1,0,1,752,Poor,3.32,1,A,IL3,Medium Zone
10172,Southern,4,Canterbury,10,Ashburton Hospital,Radiology  / Medical Information,Administration,1990,1,0,1,693,Poor,3.15,1,A,IL3,Medium Zone
10168,Southern,4,Canterbury,10,Ashburton Hospital,Boiler House,Industrial,1965,1,0,1,376,NO DATA,NO DATA,0.62,C,IL3,Medium Zone
20145,Southern,4,Canterbury,10,Ashburton Hospital,Medical Staff Quarters,Residential,1940,2,0,2,284,NO DATA,NO DATA,0.29,D,IL2,Medium Zone
20118,Southern,4,Canterbury,10,Ashburton Hospital,Chapel,Administration,1975,1,0,1,163,NO DATA,NO DATA,0.46,C,IL2,Medium Zone
10177,Southern,4,Canterbury,11,Burwood Hospital,"Burwood Hospital (Ward A, B, C&D and OP)",Hospital,2016,4,0,4,32336,Very Good,1,NSA,NA,IL3,High Zone
10181,Southern,4,Canterbury,11,Burwood Hospital,Physical Medicine,Hospital,1986,1,0,1,3919,Poor,3.15,0.35,C,IL2,High Zone
10183,Southern,4,Canterbury,11,Burwood Hospital,"Theatres / Ward GG - SOU, SCU (Surgical block)",Hospital,2008,2,1,3,3896,Poor,3.5,0.67,B,IL3,High Zone
10178,Southern,4,Canterbury,11,Burwood Hospital,Burwood Hospital - Back of House (new build),Industrial,2016,4,0,4,2949,Very Good,1,NSA,NA,IL3,High Zone
10182,Southern,4,Canterbury,11,Burwood Hospital,Spinal Unit (Ward HG),Hospital,1979,2,0,2,2426,Average,2.97,0.4,C,IL3,High Zone
10179,Southern,4,Canterbury,11,Burwood Hospital,Ex Surgical (Radiology  / Pharmacy / offices),Hospital,1963,-,-,-,1678,Poor,3.2,0.67,B,IL2,High Zone
10180,Southern,4,Canterbury,11,Burwood Hospital,Orthopaedic Rehab (Ward FG),Hospital,2002,1,0,1,1206,Average,3,0.67,B,IL3,High Zone
10176,Southern,4,Canterbury,11,Burwood Hospital,Boiler House (new),Industrial,2015,2,0,2,1163,Very Good,1,NSA,NA,IL3,High Zone
20115,Southern,4,Canterbury,11,Burwood Hospital,Spinal Hostel,Hospital,1981,1,0,1,832,NO DATA,NO DATA,0.25,D,IL2,High Zone
20117,Southern,4,Canterbury,11,Burwood Hospital,Old main entrance & café,Administration,2002,1,0,1,760,NO DATA,NO DATA,0.4,C,IL2,High Zone
20140,Southern,4,Canterbury,11,Burwood Hospital,Milner Lodge,Residential,1983,1,0,1,314,NO DATA,NO DATA,1,A,IL2,High Zone
20141,Southern,4,Canterbury,11,Burwood Hospital,Tapper Units,Hospital,1980,1,0,1,287,NO DATA,NO DATA,1,A,IL2,High Zone
20116,Southern,4,Canterbury,11,Burwood Hospital,Māori Health ,Hospital,1961,1,0,1,270,NO DATA,NO DATA,0.45,C,IL2,High Zone
20139,Southern,4,Canterbury,11,Burwood Hospital,Chapel,Administration,1961,1,0,1,183,NO DATA,NO DATA,0.67,B,IL2,High Zone
20114,Southern,4,Canterbury,11,Burwood Hospital,Engineering Services,Industrial,1976,4,1,5,0,NO DATA,NO DATA,0.77,B,IL3,High Zone
20150,Southern,4,Canterbury,127,CDHB Community - Dental,Aranui Community Dental,Hospital,2010,1,0,1,240,NO DATA,NO DATA,0.8,A,IL2,High Zone
20149,Southern,4,Canterbury,127,CDHB Community - Dental,Hornby Community Dental,Hospital,2010,1,0,1,240,NO DATA,NO DATA,0.8,A,IL2,High Zone
20152,Southern,4,Canterbury,127,CDHB Community - Dental,Northcote Community Dental,Hospital,2010,1,0,1,240,NO DATA,NO DATA,0.69,B,IL2,High Zone
20154,Southern,4,Canterbury,127,CDHB Community - Dental,Woolston Community Dental,Hospital,2010,1,0,1,240,NO DATA,NO DATA,0.57,C,IL2,High Zone
20153,Southern,4,Canterbury,127,CDHB Community - Dental,Lincoln Community Dental,Hospital,2011,1,0,1,213,NO DATA,NO DATA,0.8,A,IL2,High Zone
20151,Southern,4,Canterbury,127,CDHB Community - Dental,Burnside Community Dental,Hospital,2010,1,0,1,212,NO DATA,NO DATA,0.72,B,IL2,High Zone
20148,Southern,4,Canterbury,127,CDHB Community - Dental,Kaiapoi Community Dental,Hospital,2010,1,0,1,135,NO DATA,NO DATA,0.8,A,IL2,High Zone
20147,Southern,4,Canterbury,127,CDHB Community - Dental,Rangiora Community Dental,Hospital,2010,1,0,1,135,NO DATA,NO DATA,0.57,C,IL2,High Zone
20146,Southern,4,Canterbury,127,CDHB Community - Dental,Akaroa Community Dental,Hospital,2008,1,0,1,69,NO DATA,NO DATA,0.38,C,IL2,High Zone
10184,Southern,4,Canterbury,12,Chatham Hospital,Chatham Hospital,Community Hospital,1936,1,0,1,367,Poor,3.02,NSA,NA,IL3,Low Zone
10192,Southern,4,Canterbury,13,Christchurch Hospital,Parkside (including ED extension),Hospital,1991,6,1,7,37508,Average,2.89,0.35,C,IL4,High Zone
10186,Southern,4,Canterbury,13,Christchurch Hospital,Christchurch Women's,Hospital,2004,9,1,10,18459,Good,1.23,1,A,IL4,High Zone
10193,Southern,4,Canterbury,13,Christchurch Hospital,"Riverside - West, East, Central ",Hospital,1980,7,1,8,17722,Poor,3.21,0.33,D,IL3,High Zone
20119,Southern,4,Canterbury,13,Christchurch Hospital,Staff Car Park,Parking,2003,3,0,3,11376,NO DATA,NO DATA,0.9,A,IL2,High Zone
10191,Southern,4,Canterbury,13,Christchurch Hospital,Outpatients Building (New item added to list),Hospital,2018,6,0,6,10500,Very Good,1,NSA,NA,IL3,High Zone
10187,Southern,4,Canterbury,13,Christchurch Hospital,Clinical Services Block ,Administration,1980,5,1,6,9317,Average,2.79,0.3,D,IL3,High Zone
10189,Southern,4,Canterbury,13,Christchurch Hospital,Laboratories,Administration,1990,5,1,6,5940,Average,2.65,0.33,D,IL3,High Zone
10188,Southern,4,Canterbury,13,Christchurch Hospital,Food Services,Administration,1978,4,1,5,3802,Poor,3.35,0.33,D,IL3,High Zone
10190,Southern,4,Canterbury,13,Christchurch Hospital,Oncology,Hospital,1990,3,0,3,3454,Average,2.65,0.5,C,IL3,High Zone
20112,Southern,4,Canterbury,13,Christchurch Hospital,Endo Labs (21 St Asaph),Administration,1968,-,-,-,674,NO DATA,NO DATA,0.7,B,IL2,High Zone
10185,Southern,4,Canterbury,13,Christchurch Hospital,Boiler House - 235 Antigua St (including boiler & maintenance workshops),Industrial,1955,2,0,2,523,Average,2.44,0.2,D,IL4,High Zone
10195,Southern,4,Canterbury,13,Christchurch Hospital,St Asaph street Substation (New) ,Industrial,2016,2,0,2,378,Very Good,0.86,NSA,NA,IL4,High Zone
10194,Southern,4,Canterbury,13,Christchurch Hospital,Services Tunnel (New item added to list),Industrial,1978,0,1,1,0,Good,1.6,1,A,IL4,High Zone
10196,Southern,4,Canterbury,14,Darfield Hospital,Darfield Hospital,Community Hospital,1927,1,0,1,544,Poor,3.27,0.2,D,IL2,High Zone
10197,Southern,4,Canterbury,15,Ellesmere Hospital,Ellesmere Hospital,Community Hospital,1925,1,0,1,512,Poor,3.55,0.4,C,IL2,High Zone
,Southern,4,Canterbury,16,Hillmorton Hospital,Campus Infrastructure,Administration,1978,0,0,0,-,Poor,3.9,,,IL4,
10201,Southern,4,Canterbury,16,Hillmorton Hospital,Laundry / Canterbury Laundry Service - ERU,Administration,1980,3,0,3,8900,Poor,3.03,NSA,NA,IL3,High Zone
10200,Southern,4,Canterbury,16,Hillmorton Hospital,Fergusson ,Mental Health,1974,2,0,2,6387,Poor,3.02,0.6,C,IL2,High Zone
10204,Southern,4,Canterbury,16,Hillmorton Hospital,Te Awakura (Stewart) [Acute / Med / Inten],Mental Health,1980,1,0,1,4323,Average,2.36,0.7,B,IL3,High Zone
10206,Southern,4,Canterbury,16,Hillmorton Hospital,Te Whare Manaaki (Forensic),Mental Health,1999,1,0,1,2888,Average,2.8,NSA,NA,IL4,High Zone
10198,Southern,4,Canterbury,16,Hillmorton Hospital,"Aroha Pai (Randolph) [PSAID, AT&R]",Mental Health,1960,1,0,1,2067,Average,2.98,0.67,B,IL2,High Zone
10205,Southern,4,Canterbury,16,Hillmorton Hospital,Te Waimokihi (Seager),Mental Health,1974,1,0,1,1687,Average,2.67,0.8,A,IL2,High Zone
10203,Southern,4,Canterbury,16,Hillmorton Hospital,Recreation Centre,Mental Health,1974,1,0,1,1300,Average,3,0.5,C,IL2,High Zone
10208,Southern,4,Canterbury,16,Hillmorton Hospital,Tupuna villa,Mental Health,1974,1,0,1,1257,Average,2.88,0.8,A,IL2,High Zone
10207,Southern,4,Canterbury,16,Hillmorton Hospital,Te Whare Mauri Ora (Kennedy),Mental Health,1974,1,0,1,1257,Average,2.9,0.67,B,IL2,High Zone
10202,Southern,4,Canterbury,16,Hillmorton Hospital,Main Kitchen / Food Services - ERU,Administration,1980,2,0,2,1257,Poor,3.24,NSA,NA,IL3,High Zone
10209,Southern,4,Canterbury,16,Hillmorton Hospital,Youth Specialty Services (Adolescent unit),Mental Health,1986,1,0,1,831,NO DATA,NO DATA,1,A,IL2,High Zone
20142,Southern,4,Canterbury,16,Hillmorton Hospital,Training Unit & Library,Administration,1971,1,0,1,494,NO DATA,NO DATA,0.5,C,IL2,High Zone
10199,Southern,4,Canterbury,16,Hillmorton Hospital,Energy Centre / Site Maintenance - ERU,Industrial,1998,1,0,1,358,Good,1.97,0.8,A,IL3,High Zone
10210,Southern,4,Canterbury,17,Kaikoura IFHC,Kaikoura IFHC (New),Community Hospital,2015,2,0,2,2747,Very Good,0.7,NSA,NA,IL3,High Zone
10211,Southern,4,Canterbury,18,Lincoln Hospital,Lincoln Hospital,Community Hospital,1926,2,0,2,501,Very Poor,4.1,0.4,C,IL2,High Zone
10212,Southern,4,Canterbury,19,Oxford Hospital,Oxford Hospital,Community Hospital,1915,2,0,2,811,Poor,3.08,0.5,C,IL2,High Zone
20129,Southern,4,Canterbury,113,Princess Margaret,Main Building Block B,Nil,1950,9,0,9,-,NO DATA,NO DATA,0.4,C,IL3,High Zone
20130,Southern,4,Canterbury,113,Princess Margaret,Main Building Block E,Nil,1950,9,0,9,-,NO DATA,NO DATA,0.25,D,IL3,High Zone
20131,Southern,4,Canterbury,113,Princess Margaret,Main Building Block F,Nil,1950,9,0,9,-,NO DATA,NO DATA,0.4,C,IL2,High Zone
20132,Southern,4,Canterbury,113,Princess Margaret,Main Building Block H,Nil,1950,9,0,9,-,NO DATA,NO DATA,0.4,C,IL2,High Zone
20133,Southern,4,Canterbury,113,Princess Margaret,Main Building Block J,Nil,1950,9,0,9,-,NO DATA,NO DATA,0.6,C,IL2,High Zone
20134,Southern,4,Canterbury,113,Princess Margaret,Main Building Block R,Nil,1950,9,0,9,-,NO DATA,NO DATA,0.69,B,IL3,High Zone
20128,Southern,4,Canterbury,113,Princess Margaret,Main Building Block A,Nil,1950,9,0,9,22687,NO DATA,NO DATA,0.35,C,IL3,High Zone
20127,Southern,4,Canterbury,113,Princess Margaret,K Ward,Nil,1968,1,0,1,2047,NO DATA,NO DATA,0.62,C,IL3,High Zone
20126,Southern,4,Canterbury,113,Princess Margaret,Riley Day Hospital,Hospital,1982,0,0,0,1002,NO DATA,NO DATA,0.27,D,IL2,High Zone
20124,Southern,4,Canterbury,113,Princess Margaret,Boiler House,Industrial,1982,1,0,1,705,NO DATA,NO DATA,0.35,C,IL3,High Zone
20135,Southern,4,Canterbury,113,Princess Margaret,Mabel Howard,Nil,1968,-,-,-,573,NO DATA,NO DATA,0.38,C,IL2,High Zone
20125,Southern,4,Canterbury,113,Princess Margaret,Chapel,Administration,1970,-,-,-,464,NO DATA,NO DATA,0.45,C,IL2,High Zone
20137,Southern,4,Canterbury,113,Princess Margaret,Recreation Hall,Administration,1962,1,0,1,325,NO DATA,NO DATA,0.2,D,IL2,High Zone
20123,Southern,4,Canterbury,113,Princess Margaret,93 Cashmere Rd,Nil,1920,2,0,2,221,NO DATA,NO DATA,0.15,E,IL2,High Zone
20136,Southern,4,Canterbury,113,Princess Margaret,Emergency Generator Room,Industrial,1955,-,-,-,164,NO DATA,NO DATA,0.4,C,IL2,High Zone
10214,Southern,4,Canterbury,20,Princess Margaret Hospital,Heathcote - East and West Blocks (SMHS to be relocated to Hillmorton - business case process underway. OPH community teams to be relocated to various),Mental Health,1960,6,0,6,8316,Poor,3.18,0.35,C,IL3,High Zone
10213,Southern,4,Canterbury,20,Princess Margaret Hospital,C Block (SMHS to be relocated to Hillmorton - business case process underway),Mental Health,1975,1,0,1,4274,Poor,3.75,0.27,D,IL3,High Zone
20138,Southern,4,Canterbury,20,Princess Margaret Hospital,Reservoir,Industrial,1978,NA,0,0,244,NO DATA,NO DATA,0.4,C,IL3,High Zone
10215,Southern,4,Canterbury,21,Rangiora Health Hub,Rangiora Health Hub (New Stage 1 & 2),Community Hospital,2015,1,0,1,1250,Good,1.06,1,A,IL3,High Zone
10216,Southern,4,Canterbury,22,Waikari Hospital,Waikari Hospital,Community Hospital,1918,2,0,2,639,Poor,3.08,0.2,D,IL2,High Zone
10228,Central,6,Capital and Coast,23,Kenepuru/Porirua,Ward Block,Hospital,1979,,,3,9704,Average,2.21,0.76,B,IL3,High Zone
10217,Central,6,Capital and Coast,23,Kenepuru/Porirua,Clinical Services - Kenepuru,Hospital,1979,,,5,8987,Average,2.33,0.33,D,IL3,High Zone
10227,Central,6,Capital and Coast,23,Kenepuru/Porirua,Te Whare O Rangituhi & Rangitahi,Mental Health,1991,,,-,5041,Good,1.32,1.36,A+,IL3,High Zone
10218,Central,6,Capital and Coast,23,Kenepuru/Porirua,Community Health Building,Community Hospital,1965,,,-,1804,Average,2.45,0.2,D,IL2,High Zone
10225,Central,6,Capital and Coast,23,Kenepuru/Porirua,CCDHB Kenepuru Psychogeriatric,Mental Health,2006,,,2,1131,Average,2.11,1.36,A+,IL3,High Zone
10219,Central,6,Capital and Coast,23,Kenepuru/Porirua,Dialysis,Hospital,2014,,,-,860,Very Good,1,1,A,IL4,High Zone
10223,Central,6,Capital and Coast,23,Kenepuru/Porirua,Forensic Youth,Mental Health,2016,,,-,800,Very Good,1,1,A,IL4,High Zone
10226,Central,6,Capital and Coast,23,Kenepuru/Porirua,Staff Residence 2 - Kenepuru,Administration,1981,,,-,656,Good,1.64,0.98,A,IL2,High Zone
10224,Central,6,Capital and Coast,23,Kenepuru/Porirua,Birthing Unit Annexe,Hospital,1990,,,1,355,Average,2.54,NSA,NA,IL3,High Zone
10220,Central,6,Capital and Coast,23,Kenepuru/Porirua,Flat No. 5 - MH Crisis Respite,Mental Health,1965,,,-,97,Good,1.85,0.7,B,IL2,High Zone
10221,Central,6,Capital and Coast,23,Kenepuru/Porirua,Flat No. 6 - MH Crisis Respite,Mental Health,1965,,,-,97,Good,1.85,0.7,B,IL2,High Zone
10222,Central,6,Capital and Coast,23,Kenepuru/Porirua,Flat No. 7 - MH Crisis Respite,Mental Health,1965,,,-,97,Good,1.85,0.7,B,IL2,High Zone
20002,Central,6,Capital and Coast,23,Kenepuru/Porirua,Generator Building,Industrial,1978,,,-,0,NO DATA,NO DATA,0.78,B,IL4,High Zone
10229,Central,6,Capital and Coast,24,Paraparaumu,Kapiti Health Centre ,Hospital,2003,,,-,1956,Good,1.19,1.03,A+,IL3,High Zone
10230,Central,6,Capital and Coast,25,Porirua off Campus,Waitangirua Health Centre,Nil,1975,,,-,900,NO DATA,NO DATA,1.01,A+,IL2,High Zone
10263,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,CCDHB RRoP MH Tāwhirimātea,Mental Health,2001,,,-,1791,Average,2.1,0.91,A,IL3,High Zone
10254,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Puketiro Centre,Mental Health,1979,,,-,1722,Good,1.12,0.48,C,IL2,High Zone
10246,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,CCDHB RRoP MH Rangipapa,Mental Health,2003,,,-,1651,Good,2,0.77,B,IL3,High Zone
10231,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Administration,Nil,1925,,,-,1488,NO DATA,NO DATA,0.31,D,IL2,High Zone
10255,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,CCDHB RRoP MH Purehurehu,Mental Health,1990,,,-,1475,Average,2.5,0.84,A,IL3,High Zone
10259,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Stores - Porirua,Nil,1936,,,-,1221,NO DATA,NO DATA,0.16,E,IL2,High Zone
10265,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Villa 7,Nil,1946,,,-,1188,NO DATA,NO DATA,0.08,E,IL2,High Zone
10245,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Football Academy ,Nil,1946,,,-,1100,Poor,3.35,0.4,C,IL2,High Zone
10249,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,CCDHB RRoP MH Haumietiketike,Mental Health,2004,,,2,1032,Average,2.27,0.86,A,IL3,High Zone
10261,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,CCDHB RRoP MH Tane Mahuta,Mental Health,2003,,,-,1015,Average,2.3,1.37,A+,IL3,High Zone
10244,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,F Annexe,Administration,1915,,,-,987,Average,2.8,0.22,D,IL2,High Zone
10250,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Laundry / 2nd Chance,Nil,1946,,,-,754,NO DATA,NO DATA,0.19,E,IL2,High Zone
10268,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Workshops / Boiler,Nil,1936,-,,-,735,NO DATA,NO DATA,0.06,E,IL2,High Zone
10247,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Forensic Administration,Mental Health,2003,,,-,527,Good,1.18,0.8,A,IL3,High Zone
10267,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Works Office,Administration,1949,,,-,388,NO DATA,NO DATA,0.36,C,IL2,High Zone
10252,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Ngā Wāhi Akōnga - Te Papa Building,Mental Health,1956,,,-,351,Very Good,0.55,2.11,A+,IL2,High Zone
10257,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Ruaumoko Building,Mental Health,1956,,,-,323,Very Good,0.61,1,A,IL2,High Zone
10260,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Supply / Diagnostic Service,Administration,1945,,,-,320,Poor,3.45,0.36,C,IL2,High Zone
10262,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Tangaroa Activities,Mental Health,2003,,,-,316,Very Good,0.8,1.37,A+,IL2,High Zone
10256,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Rongomatane Building,Mental Health,1956,,,-,311,Very Good,0.55,2.11,A+,IL2,High Zone
10251,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,MCE Building Mana Community Enterprises,Nil,2006,,,-,294,Good,1.32,1.02,A+,IL2,High Zone
10234,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Chapel - Porirua,Administration,1965,,,-,290,Average,2.1,0.29,D,IL2,High Zone
10264,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,"Te Aruhe (Youth ID Secure Services - YIDSS, Porirua)",Mental Health,2011,,,-,282,Good,1.1,0.99,A,IL2,High Zone
10248,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Forensic step down house 2,Mental Health,2009,,,-,233,Good,1.18,0.99,A,IL2,High Zone
10266,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Whanau,Mental Health,2003,,,-,219,Good,1.06,1.53,A+,IL2,High Zone
10242,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 8,Mental Health,2005,,,-,188,Good,1.1,0.99,A,IL2,High Zone
10243,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 9,Mental Health,2005,,,-,188,Good,1.1,0.99,A,IL2,High Zone
10258,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Saunders Cottage,Mental Health,2009,,,-,177,Good,1.18,0.99,A,IL2,High Zone
10233,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Central Services,Industrial,2003,,,1,170,Average,2.14,0.77,B,IL4,High Zone
10253,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Ngā Wāhi Akōnga - Te Piki Building,Mental Health,1956,,,-,151,Very Good,0.55,2.11,A+,IL2,High Zone
10235,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 1,Mental Health,2001,,,-,114,Good,1.1,1.79,A+,IL2,High Zone
10240,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 6,Mental Health,2001,,,-,114,Good,1.1,1.79,A+,IL2,High Zone
10241,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 7,Mental Health,2001,,,-,114,Good,1.1,1.79,A+,IL2,High Zone
10236,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 2,Mental Health,2001,,,-,62,Good,1.1,1.6,A+,IL2,High Zone
10239,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 5,Mental Health,2001,,,-,62,Good,1.1,1.79,A+,IL2,High Zone
10237,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 3,Mental Health,2001,,,-,36,Good,1.1,1.6,A+,IL2,High Zone
10238,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Cottage 4,Mental Health,2001,,,-,36,Good,1.1,1.6,A+,IL2,High Zone
20003,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Swimming,Administration,1978,,,-,0,NO DATA,NO DATA,0.63,C,IL3,High Zone
20001,Central,6,Capital and Coast,26,Rātonga Rua o Porirua,Te Maara,Industrial,2018,,,-,0,NO DATA,NO DATA,1,A,IL2,High Zone
,Central,6,Capital and Coast,27,Wellington Hospital,Campus Infrastructure,Administration,1978,,,-,-,Poor,3.1,,,IL4,
10281,Central,6,Capital and Coast,27,Wellington Hospital,NRH Main Hospital Building,Hospital,2005,,,-,60430,Good,1.8,0.7,B,IL4,High Zone
10272,Central,6,Capital and Coast,27,Wellington Hospital,Clinical Services Block,Hospital,1979,,,13,25635,Average,2.07,0.68,B,IL3,High Zone
10275,Central,6,Capital and Coast,27,Wellington Hospital,Grace Neill ,Hospital,1980,,,-,17630,Average,2.99,0.82,A,IL3,High Zone
10287,Central,6,Capital and Coast,27,Wellington Hospital,Ward Support Block,Hospital,1982,,,-,16960,Average,2.33,0.67,B,IL3,High Zone
10286,Central,6,Capital and Coast,27,Wellington Hospital,Total Energy Centre,Industrial,1980,,,3,10300,Average,2.8,0.82,A,IL4,High Zone
10285,Central,6,Capital and Coast,27,Wellington Hospital,CCDHB Te Whare O Matairangi Mental Health,Mental Health,1971,,,-,3695,Good,1.8,1,A,IL3,High Zone
10271,Central,6,Capital and Coast,27,Wellington Hospital,Children's Hospital,Hospital,1988,,,-,3160,Good,1.92,0.98,A,IL3,High Zone
10274,Central,6,Capital and Coast,27,Wellington Hospital,Ewart Hospital,Hospital,1974,,,-,2883,Poor,3.29,0.65,C,IL2,High Zone
10273,Central,6,Capital and Coast,27,Wellington Hospital,Emergency Department,Hospital,2000,,,-,2815,Good,1.15,0.34,C,IL4,High Zone
10278,Central,6,Capital and Coast,27,Wellington Hospital,Link Block,Nil,1979,,,-,2630,Average,2.89,1.11,A+,IL2,High Zone
10269,Central,6,Capital and Coast,27,Wellington Hospital,Blood Transfusion Centre - building,Nil,1990,,,-,2079,Good,1.67,1,A,IL3,High Zone
10279,Central,6,Capital and Coast,27,Wellington Hospital,Mein Street Admin Centre,Mental Health,1980,,,-,1176,Good,1.87,1,A,IL2,High Zone
10277,Central,6,Capital and Coast,27,Wellington Hospital,Limb & Orthotics,Administration,1975,,,-,852,Average,2.09,0.14,E,IL2,High Zone
10283,Central,6,Capital and Coast,27,Wellington Hospital,Parkview,Nil,1920,,,-,848,NO DATA,NO DATA,1,A,IL2,High Zone
10282,Central,6,Capital and Coast,27,Wellington Hospital,NRH Short Stay Unit ,Hospital,2005,,,-,403,Good,1.31,0.34,C,IL4,High Zone
10276,Central,6,Capital and Coast,27,Wellington Hospital,Selby House (joint venture HVDHB and CCDHB),Hospital,2016,,,-,198,Very Good,1,NSA,NA,IL2,High Zone
10270,Central,6,Capital and Coast,27,Wellington Hospital,Child Care Centre,Nil,1973,,,-,180,Average,2.26,0.99,A,IL2,High Zone
10284,Central,6,Capital and Coast,27,Wellington Hospital,Records,Nil,1973,,,-,180,Average,2.64,1.51,A+,IL2,High Zone
